trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,dropoff_type,shape_dist_traveled
BSP19GEN-C026-Sunday-00_093900_C..S04R,15:39:00,15:39:00,A09S,1,,0,0,
ASP19GEN-1087-Weekday-00_093900_1..S03R,15:39:00,15:39:00,101S,1,,0,0,
ASP19GEN-GS010-Sunday-00_093900_GS.S01R,15:39:00,15:39:00,902S,1,,0,0,
SIR-FA2017-SI017-Weekday-08_093900_SI..N03R,15:39:00,15:39:00,S09N,1,,0,0,
BSP19GEN-C024-Saturday-00_093900_C..S04R,15:39:00,15:39:00,A09S,1,,0,0,
BSP19GEN-J032-Saturday-00_093900_J..S12R,15:39:00,15:39:00,G05S,1,,0,0,
BSP19GEN-H024-Saturday-00_093900_H..N21R,15:39:00,15:39:00,H15N,1,,0,0,
BSP19GEN-Q062-Weekday-00_093900_Q..N16R,15:39:00,15:39:00,D43N,1,,0,0,
ASP19GEN-GS010-Saturday-00_093900_GS.S03R,15:39:00,15:39:00,902S,1,,0,0,
ASP19GEN-GS019-Weekday-00_093900_GS.N01R,15:39:00,15:39:00,901N,1,,0,0,
BSP19SUPP-G034-Sunday-56_093900_G..S16R,15:39:00,15:39:00,G22S,1,,0,0,
BSP19GEN-M086-Weekday-00_093900_M..N20R,15:39:00,15:39:00,M01N,1,,0,0,
ASP19GEN-7023-Saturday-00_093900_7..N97R,15:39:00,15:39:00,726N,1,,0,0,
BSP19GEN-F048-Sunday-00_093950_F..S69R,15:39:30,15:39:30,F01S,1,,0,0,
BSP19GEN-A051-Sunday-00_093950_A..S54X010,15:39:30,15:39:30,A02S,1,,0,0,
BSP19SUPP-G034-Sunday-56_093950_G..N16X004,15:39:30,15:39:30,F27N,1,,0,0,
ASP19GEN-2097-Weekday-00_094000_2..N01R,15:40:00,15:40:00,247N,1,,0,0,
BSP19SUPP-G033-Saturday-55_094000_G..N16X004,15:40:00,15:40:00,F27N,1,,0,0,
ASP19GEN-GS010-Sunday-00_094000_GS.N03R,15:40:00,15:40:00,901N,1,,0,0,
ASP19GEN-2048-Sunday-00_094000_2..S01R,15:40:00,15:40:00,201S,1,,0,0,
ASP19GEN-GS010-Saturday-00_094000_GS.N01R,15:40:00,15:40:00,901N,1,,0,0,
BSP19SUPP-L022-Sunday-99_094000_L..N01X004,15:40:00,15:40:00,L29N,1,,0,0,
ASP19GEN-4043-Saturday-00_094000_4..N06R,15:40:00,15:40:00,250N,1,,0,0,
ASP19GEN-4049-Sunday-00_094000_4..N06R,15:40:00,15:40:00,250N,1,,0,0,
BSP19GEN-Q023-Sunday-00_094050_Q..N16R,15:40:30,15:40:30,D43N,1,,0,0,
BSP19SUPP-M023-Sunday-26_094050_M..N60R,15:40:30,15:40:30,M01N,1,,0,0,
ASP19GEN-1037-Sunday-00_094050_1..N03R,15:40:30,15:40:30,142N,1,,0,0,
BSP19GEN-R087-Weekday-00_094050_R..S71R,15:40:30,15:40:30,G08S,1,,0,0,
ASP19GEN-4097-Weekday-00_094050_4..N06R,15:40:30,15:40:30,250N,1,,0,0,
ASP19GEN-4043-Saturday-00_094050_4..S06R,15:40:30,15:40:30,401S,1,,0,0,
BSP19SUPP-M024-Saturday-25_094050_M..N60R,15:40:30,15:40:30,M01N,1,,0,0,
BSP19SUPP-L022-Saturday-99_094050_L..N01X006,15:40:30,15:40:30,L29N,1,,0,0,
BSP19GEN-Q021-Saturday-00_094050_Q..N16R,15:40:30,15:40:30,D43N,1,,0,0,
ASP19GEN-6030-Sunday-00_094050_6..N01R,15:40:30,15:40:30,640N,1,,0,0,
ASP19GEN-4049-Sunday-00_094050_4..S06R,15:40:30,15:40:30,401S,1,,0,0,
ASP19SUPP-7059-Weekday-20_094050_7..N97R,15:40:30,15:40:30,726N,1,,0,0,
BSP19GEN-A044-Saturday-00_094100_A..N54R,15:41:00,15:41:00,A65N,1,,0,0,
ASP19GEN-5106-Weekday-00_094100_5..S03R,15:41:00,15:41:00,501S,1,,0,0,
BSP19GEN-E071-Weekday-00_094100_E..N66R,15:41:00,15:41:00,E01N,1,,0,0,
BSP19GEN-N091-Weekday-00_094100_N..S72R,15:41:00,15:41:00,R01S,1,,0,0,
BSP19GEN-J052-Weekday-00_094100_J..N45R,15:41:00,15:41:00,M23N,1,,0,0,
BSP19SUPP-M024-Saturday-25_094100_M..S60R,15:41:00,15:41:00,Q05S,1,,0,0,
BSP19GEN-R049-Sunday-00_094100_R..N93R,15:41:00,15:41:00,R45N,1,,0,0,
BSP19SUPP-G033-Saturday-55_094100_G..S16R,15:41:00,15:41:00,G22S,1,,0,0,
BSP19GEN-D040-Sunday-00_094100_D..N07R,15:41:00,15:41:00,D43N,1,,0,0,
BSP19GEN-Q062-Weekday-00_094100_Q..S16R,15:41:00,15:41:00,Q05S,1,,0,0,
BSP19SUPP-M023-Sunday-26_094100_M..S60R,15:41:00,15:41:00,Q05S,1,,0,0,
BSP19GEN-E039-Saturday-00_094100_E..S69R,15:41:00,15:41:00,G05S,1,,0,0,
BSP19GEN-N091-Weekday-00_094100_N..N72R,15:41:00,15:41:00,R27N,1,,0,0,
BSP19GEN-FS011-Weekday-00_094100_FS.N01R,15:41:00,15:41:00,D26N,1,,0,0,
BSP19GEN-D037-Saturday-00_094100_D..N07R,15:41:00,15:41:00,D43N,1,,0,0,
BSP19GEN-N057-Sunday-00_094150_N..N27R,15:41:30,15:41:30,D43N,1,,0,0,
ASP19GEN-1037-Sunday-00_094150_1..S03R,15:41:30,15:41:30,101S,1,,0,0,
ASP19GEN-2048-Sunday-00_094150_2..N01R,15:41:30,15:41:30,247N,1,,0,0,
BSP19GEN-R050-Saturday-00_094150_R..N93R,15:41:30,15:41:30,R45N,1,,0,0,
ASP19GEN-6086-Weekday-00_094150_6..S03R,15:41:30,15:41:30,608S,1,,0,0,
ASP19GEN-6033-Saturday-00_094150_6..N01R,15:41:30,15:41:30,640N,1,,0,0,
ASP19GEN-6086-Weekday-00_094150_6..N02R,15:41:30,15:41:30,640N,1,,0,0,
ASP19GEN-6086-Weekday-00_094150_6..S01R,15:41:30,15:41:30,601S,1,,0,0,
ASP19GEN-6033-Saturday-00_094150_6..S01R,15:41:30,15:41:30,601S,1,,0,0,
BSP19GEN-H024-Sunday-00_094150_H..N21R,15:41:30,15:41:30,H15N,1,,0,0,
ASP19GEN-6030-Sunday-00_094150_6..S01R,15:41:30,15:41:30,601S,1,,0,0,
BSP19GEN-FS011-Weekday-00_094150_FS.S01R,15:41:30,15:41:30,S01S,1,,0,0,
ASP19GEN-3041-Sunday-00_094200_3..N01R,15:42:00,15:42:00,257N,1,,0,0,
BSP19GEN-R050-Saturday-00_094200_R..S71R,15:42:00,15:42:00,G08S,1,,0,0,
ASP19GEN-3039-Saturday-00_094200_3..N01R,15:42:00,15:42:00,257N,1,,0,0,
BSP19GEN-N054-Saturday-00_094200_N..N27R,15:42:00,15:42:00,D43N,1,,0,0,
BSP19GEN-R049-Sunday-00_094200_R..S71R,15:42:00,15:42:00,G08S,1,,0,0,
ASP19GEN-5106-Weekday-00_094200_5..N74R,15:42:00,15:42:00,247N,1,,0,0,
ASP19GEN-1087-Weekday-00_094200_1..N03R,15:42:00,15:42:00,142N,1,,0,0,
BSP19GEN-FS011-Saturday-00_094200_FS.N01R,15:42:00,15:42:00,D26N,1,,0,0,
ASP19GEN-7023-Saturday-00_094250_7..S97R,15:42:30,15:42:30,701S,1,,0,0,
ASP19SUPP-7059-Weekday-20_094250_7..S97R,15:42:30,15:42:30,701S,1,,0,0,
BSP19GEN-H039-Weekday-00_094250_H..N21R,15:42:30,15:42:30,H15N,1,,0,0,
BSP19GEN-C051-Weekday-00_094250_C..N04R,15:42:30,15:42:30,A55N,1,,0,0,
ASP19GEN-4097-Weekday-00_094250_4..S28R,15:42:30,15:42:30,405S,1,,0,0,
BSP19SUPP-L045-Wednesday-173_094250_L..S01R,15:42:30,15:42:30,L01S,1,,0,0,
BSP19GEN-FS011-Saturday-00_094250_FS.S01R,15:42:30,15:42:30,S01S,1,,0,0,
BSP19GEN-A044-Saturday-00_094250_A..N55R,15:42:30,15:42:30,H11N,1,,0,0,
ASP19GEN-5043-Saturday-00_094250_5..S08R,15:42:30,15:42:30,501S,1,,0,0,
ASP19GEN-GS019-Weekday-00_094250_GS.S01R,15:42:30,15:42:30,902S,1,,0,0,
BSP19GEN-E071-Weekday-00_094250_E..S71R,15:42:30,15:42:30,G05S,1,,0,0,
ASP19GEN-2097-Weekday-00_094250_2..N03R,15:42:30,15:42:30,257N,1,,0,0,
ASP19GEN-5048-Sunday-00_094250_5..S08R,15:42:30,15:42:30,501S,1,,0,0,
BSP19SUPP-G049-Weekday-32_094300_G..S14R,15:43:00,15:43:00,G22S,1,,0,0,
BSP19GEN-N091-Weekday-00_094300_N..S42R,15:43:00,15:43:00,R01S,1,,0,0,
ASP19GEN-1038-Saturday-00_094300_1..N03R,15:43:00,15:43:00,142N,1,,0,0,
BSP19GEN-N054-Saturday-00_094300_N..S27R,15:43:00,15:43:00,R01S,1,,0,0,
BSP19SUPP-F072-Weekday-153_094300_F..N68R,15:43:00,15:43:00,F35N,1,,0,0,
BSP19GEN-N057-Sunday-00_094300_N..S27R,15:43:00,15:43:00,R01S,1,,0,0,
ASP19GEN-GS019-Weekday-00_094300_GS.N03R,15:43:00,15:43:00,901N,1,,0,0,
BSP19GEN-E044-Sunday-00_094300_E..S69R,15:43:00,15:43:00,G05S,1,,0,0,
ASP19GEN-7023-Saturday-00_094300_7..N97R,15:43:00,15:43:00,726N,1,,0,0,
ASP19GEN-2097-Weekday-00_094300_2..S01R,15:43:00,15:43:00,201S,1,,0,0,
BSP19GEN-M086-Weekday-00_094350_M..S20R,15:43:30,15:43:30,G08S,1,,0,0,
BSP19SUPP-L022-Saturday-99_094350_L..S01X043,15:43:30,15:43:30,L10S,1,,0,0,
ASP19GEN-3041-Sunday-00_094350_3..S01R,15:43:30,15:43:30,301S,1,,0,0,
ASP19GEN-1038-Saturday-00_094350_1..S03R,15:43:30,15:43:30,101S,1,,0,0,
ASP19GEN-7025-Sunday-00_094350_7..N97R,15:43:30,15:43:30,726N,1,,0,0,
BSP19SUPP-L022-Sunday-99_094350_L..S01X043,15:43:30,15:43:30,L10S,1,,0,0,
BSP19SUPP-L045-Wednesday-173_094350_L..N01R,15:43:30,15:43:30,L29N,1,,0,0,
BSP19GEN-C024-Saturday-00_094350_C..N04R,15:43:30,15:43:30,A55N,1,,0,0,
BSP19GEN-J052-Weekday-00_094400_J..S12R,15:44:00,15:44:00,G05S,1,,0,0,
ASP19GEN-GS010-Sunday-00_094400_GS.S03R,15:44:00,15:44:00,902S,1,,0,0,
BSP19GEN-N091-Weekday-00_094400_N..N47R,15:44:00,15:44:00,N10N,1,,0,0,
BSP19GEN-D037-Saturday-00_094400_D..S07R,15:44:00,15:44:00,D01S,1,,0,0,
BSP19GEN-J032-Sunday-00_094400_J..N12R,15:44:00,15:44:00,M23N,1,,0,0,
BSP19GEN-D040-Sunday-00_094400_D..S07R,15:44:00,15:44:00,D01S,1,,0,0,
BSP19GEN-E039-Saturday-00_094400_E..N72R,15:44:00,15:44:00,E01N,1,,0,0,
ASP19GEN-1087-Weekday-00_094400_1..S03R,15:44:00,15:44:00,101S,1,,0,0,
ASP19GEN-3039-Saturday-00_094400_3..S01R,15:44:00,15:44:00,301S,1,,0,0,
ASP19GEN-GS010-Saturday-00_094400_GS.S01R,15:44:00,15:44:00,902S,1,,0,0,
BSP19GEN-H024-Saturday-00_094300_H..S21R,15:44:30,15:44:30,H04S,1,,0,0,
BSP19GEN-B080-Weekday-00_094450_B..S46R,15:44:30,15:44:30,D13S,1,,0,0,
BSP19SUPP-F072-Weekday-153_094450_F..N69R,15:44:30,15:44:30,D43N,1,,0,0,
BSP19GEN-A051-Sunday-00_094450_A..N55R,15:44:30,15:44:30,H11N,1,,0,0,
BSP19GEN-A083-Weekday-00_094450_A..S57R,15:44:30,15:44:30,A02S,1,,0,0,
ASP19SUPP-7059-Weekday-20_094450_7..N95R,15:44:30,15:44:30,726N,1,,0,0,
BSP19GEN-Q023-Sunday-00_094500_Q..S16R,15:45:00,15:45:00,Q05S,1,,0,0,
ASP19GEN-2042-Saturday-00_094500_2..S01R,15:45:00,15:45:00,201S,1,,0,0,
BSP19GEN-N091-Weekday-00_094500_N..N65R,15:45:00,15:45:00,D43N,1,,0,0,
ASP19GEN-6086-Weekday-00_094500_6..N03R,15:45:00,15:45:00,640N,1,,0,0,
BSP19GEN-A044-Saturday-00_094500_A..S55X009,15:45:00,15:45:00,A02S,1,,0,0,
BSP19SUPP-G049-Weekday-32_094500_G..N14R,15:45:00,15:45:00,F27N,1,,0,0,
ASP19GEN-7025-Sunday-00_094500_7..S97R,15:45:00,15:45:00,701S,1,,0,0,
ASP19GEN-GS010-Saturday-00_094500_GS.N03R,15:45:00,15:45:00,901N,1,,0,0,
BSP19GEN-Q021-Saturday-00_094500_Q..S16R,15:45:00,15:45:00,Q05S,1,,0,0,
ASP19GEN-GS010-Sunday-00_094500_GS.N01R,15:45:00,15:45:00,901N,1,,0,0,
BSP19SUPP-F072-Weekday-153_094550_F..S69R,15:45:30,15:45:30,F01S,1,,0,0,
ASP19GEN-2042-Saturday-00_094550_2..N01R,15:45:30,15:45:30,247N,1,,0,0,
ASP19GEN-4097-Weekday-00_094550_4..S06R,15:45:30,15:45:30,401S,1,,0,0,
BSP19GEN-C026-Sunday-00_094550_C..N04R,15:45:30,15:45:30,A55N,1,,0,0,
BSP19SUPP-G034-Sunday-56_094600_G..S16R,15:46:00,15:46:00,G22S,1,,0,0,
BSP19GEN-C051-Weekday-00_094600_C..S04R,15:46:00,15:46:00,A09S,1,,0,0,
BSP19GEN-J032-Saturday-00_094600_J..N12R,15:46:00,15:46:00,M23N,1,,0,0,
ASP19GEN-3086-Weekday-00_094600_3..S01R,15:46:00,15:46:00,301S,1,,0,0,
BSP19SUPP-G033-Saturday-55_094600_G..N16X004,15:46:00,15:46:00,F27N,1,,0,0,
ASP19GEN-3086-Weekday-00_094650_3..N01R,15:46:30,15:46:30,257N,1,,0,0,
ASP19GEN-4097-Weekday-00_094650_4..N06R,15:46:30,15:46:30,250N,1,,0,0,
BSP19GEN-E071-Weekday-00_094650_E..N66R,15:46:30,15:46:30,E01N,1,,0,0,
ASP19GEN-5106-Weekday-00_094650_5..S03R,15:46:30,15:46:30,501S,1,,0,0,
BSP19GEN-E071-Weekday-00_094650_E..S71R,15:46:30,15:46:30,G05S,1,,0,0,
ASP19GEN-GS019-Weekday-00_094650_GS.S03R,15:46:30,15:46:30,902S,1,,0,0,
BSP19GEN-F048-Sunday-00_094650_F..N69R,15:46:30,15:46:30,D43N,1,,0,0,
ASP19GEN-7023-Saturday-00_094650_7..S97R,15:46:30,15:46:30,701S,1,,0,0,
ASP19SUPP-7059-Weekday-20_094650_7..S97R,15:46:30,15:46:30,701S,1,,0,0,
BSP19GEN-E044-Sunday-00_094700_E..N72R,15:47:00,15:47:00,E01N,1,,0,0,
ASP19GEN-1087-Weekday-00_094700_1..N03R,15:47:00,15:47:00,142N,1,,0,0,
ASP19GEN-2048-Sunday-00_094700_2..S01R,15:47:00,15:47:00,201S,1,,0,0,
ASP19GEN-GS019-Weekday-00_094700_GS.N01R,15:47:00,15:47:00,901N,1,,0,0,
BSP19GEN-F044-Saturday-00_094700_F..S69R,15:47:00,15:47:00,F01S,1,,0,0,
BSP19GEN-Q062-Weekday-00_094700_Q..N16R,15:47:00,15:47:00,D43N,1,,0,0,
ASP19GEN-7023-Saturday-00_094700_7..N97R,15:47:00,15:47:00,726N,1,,0,0,
BSP19GEN-J032-Sunday-00_094700_J..S12R,15:47:00,15:47:00,G05S,1,,0,0,
BSP19SUPP-G034-Sunday-56_094750_G..N16X004,15:47:30,15:47:30,F27N,1,,0,0,
ASP19GEN-6086-Weekday-00_094750_6..S01R,15:47:30,15:47:30,601S,1,,0,0,
BSP19GEN-M086-Weekday-00_094750_M..N20R,15:47:30,15:47:30,M01N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_094750_L..S01R,15:47:30,15:47:30,L01S,1,,0,0,
BSP19GEN-D077-Weekday-00_094800_D..S07R,15:48:00,15:48:00,D01S,1,,0,0,
ASP19GEN-4049-Sunday-00_094800_4..N06R,15:48:00,15:48:00,250N,1,,0,0,
BSP19GEN-F044-Saturday-00_094800_F..N69R,15:48:00,15:48:00,D43N,1,,0,0,
ASP19GEN-4043-Saturday-00_094800_4..N06R,15:48:00,15:48:00,250N,1,,0,0,
ASP19GEN-6030-Sunday-00_094850_6..N01R,15:48:30,15:48:30,640N,1,,0,0,
ASP19GEN-6086-Weekday-00_094850_6..N02R,15:48:30,15:48:30,640N,1,,0,0,
BSP19GEN-A083-Weekday-00_094850_A..N54R,15:48:30,15:48:30,A65N,1,,0,0,
ASP19GEN-4049-Sunday-00_094850_4..S06R,15:48:30,15:48:30,401S,1,,0,0,
BSP19GEN-B080-Weekday-00_094850_B..N45R,15:48:30,15:48:30,D40N,1,,0,0,
BSP19GEN-Q021-Saturday-00_094850_Q..N16R,15:48:30,15:48:30,D43N,1,,0,0,
ASP19GEN-4043-Saturday-00_094850_4..S06R,15:48:30,15:48:30,401S,1,,0,0,
ASP19GEN-6086-Weekday-00_094850_6..S03R,15:48:30,15:48:30,608S,1,,0,0,
BSP19GEN-Q023-Sunday-00_094850_Q..N16R,15:48:30,15:48:30,D43N,1,,0,0,
BSP19SUPP-G033-Saturday-55_094850_G..S16R,15:48:30,15:48:30,G22S,1,,0,0,
BSP19SUPP-M023-Sunday-26_094850_M..N60R,15:48:30,15:48:30,M01N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_094850_L..N01R,15:48:30,15:48:30,L29N,1,,0,0,
ASP19GEN-1037-Sunday-00_094850_1..N03R,15:48:30,15:48:30,142N,1,,0,0,
BSP19GEN-M086-Weekday-00_094850_M..S20R,15:48:30,15:48:30,G08S,1,,0,0,
ASP19SUPP-7059-Weekday-20_094850_7..N97R,15:48:30,15:48:30,726N,1,,0,0,
BSP19SUPP-M024-Saturday-25_094850_M..N60R,15:48:30,15:48:30,M01N,1,,0,0,
ASP19GEN-GS010-Saturday-00_094900_GS.S03R,15:49:00,15:49:00,902S,1,,0,0,
BSP19GEN-J032-Saturday-00_094900_J..S12R,15:49:00,15:49:00,G05S,1,,0,0,
BSP19GEN-D077-Weekday-00_094900_D..N14R,15:49:00,15:49:00,D43N,1,,0,0,
ASP19GEN-5048-Sunday-00_094900_5..N75R,15:49:00,15:49:00,420N,1,,0,0,
BSP19SUPP-M024-Saturday-25_094900_M..S60R,15:49:00,15:49:00,Q05S,1,,0,0,
BSP19GEN-C026-Sunday-00_094900_C..S04R,15:49:00,15:49:00,A09S,1,,0,0,
BSP19GEN-N091-Weekday-00_094900_N..S72R,15:49:00,15:49:00,R01S,1,,0,0,
BSP19SUPP-M023-Sunday-26_094900_M..S60R,15:49:00,15:49:00,Q05S,1,,0,0,
BSP19GEN-C024-Saturday-00_094900_C..S04R,15:49:00,15:49:00,A09S,1,,0,0,
ASP19GEN-5043-Saturday-00_094900_5..N75R,15:49:00,15:49:00,420N,1,,0,0,
ASP19GEN-GS010-Sunday-00_094900_GS.S01R,15:49:00,15:49:00,902S,1,,0,0,
ASP19GEN-2097-Weekday-00_094900_2..S01R,15:49:00,15:49:00,201S,1,,0,0,
BSP19GEN-FS012-Sunday-00_094900_FS.N01R,15:49:00,15:49:00,D26N,1,,0,0,
ASP19GEN-1087-Weekday-00_094900_1..S03R,15:49:00,15:49:00,101S,1,,0,0,
BSP19GEN-Q062-Weekday-00_094950_Q..S16R,15:49:30,15:49:30,Q05S,1,,0,0,
BSP19GEN-FS012-Sunday-00_094950_FS.S01R,15:49:30,15:49:30,S01S,1,,0,0,
ASP19GEN-1037-Sunday-00_094950_1..S03R,15:49:30,15:49:30,101S,1,,0,0,
ASP19GEN-6033-Saturday-00_094950_6..N01R,15:49:30,15:49:30,640N,1,,0,0,
BSP19GEN-A051-Sunday-00_094950_A..S55X009,15:49:30,15:49:30,A02S,1,,0,0,
ASP19GEN-2048-Sunday-00_094950_2..N01R,15:49:30,15:49:30,247N,1,,0,0,
ASP19GEN-7025-Sunday-00_094950_7..N97R,15:49:30,15:49:30,726N,1,,0,0,
ASP19GEN-6030-Sunday-00_094950_6..S01R,15:49:30,15:49:30,601S,1,,0,0,
ASP19GEN-6033-Saturday-00_094950_6..S01R,15:49:30,15:49:30,601S,1,,0,0,
BSP19GEN-A083-Weekday-00_095000_A..S58R,15:50:00,15:50:00,A02S,1,,0,0,
ASP19GEN-GS010-Saturday-00_095000_GS.N01R,15:50:00,15:50:00,901N,1,,0,0,
BSP19GEN-J052-Weekday-00_095000_J..N45R,15:50:00,15:50:00,M23N,1,,0,0,
ASP19GEN-4097-Weekday-00_095000_4..S06R,15:50:00,15:50:00,401S,1,,0,0,
ASP19GEN-GS010-Sunday-00_095000_GS.N03R,15:50:00,15:50:00,901N,1,,0,0,
BSP19SUPP-L022-Sunday-99_095000_L..N01X043,15:50:00,15:50:00,L29N,1,,0,0,
ASP19SUPP-7059-Weekday-20_095050_7..S97R,15:50:30,15:50:30,701S,1,,0,0,
ASP19GEN-7023-Saturday-00_095050_7..S97R,15:50:30,15:50:30,701S,1,,0,0,
BSP19GEN-H039-Weekday-00_094900_H..S21R,15:50:30,15:50:30,H04S,1,,0,0,
BSP19SUPP-L022-Saturday-99_095050_L..N01X043,15:50:30,15:50:30,L29N,1,,0,0,
ASP19GEN-5106-Weekday-00_095050_5..S21R,15:50:30,15:50:30,213S,1,,0,0,
ASP19GEN-GS019-Weekday-00_095050_GS.S01R,15:50:30,15:50:30,902S,1,,0,0,
BSP19GEN-R087-Weekday-00_095050_R..N93R,15:50:30,15:50:30,R45N,1,,0,0,
BSP19GEN-C051-Weekday-00_095050_C..N04R,15:50:30,15:50:30,A55N,1,,0,0,
BSP19GEN-R087-Weekday-00_095100_R..S71R,15:51:00,15:51:00,G08S,1,,0,0,
ASP19GEN-GS019-Weekday-00_095100_GS.N03R,15:51:00,15:51:00,901N,1,,0,0,
ASP19GEN-1038-Saturday-00_095100_1..N03R,15:51:00,15:51:00,142N,1,,0,0,
BSP19GEN-D040-Sunday-00_095100_D..N07R,15:51:00,15:51:00,D43N,1,,0,0,
BSP19GEN-N091-Weekday-00_095100_N..N72R,15:51:00,15:51:00,R27N,1,,0,0,
ASP19GEN-7025-Sunday-00_095100_7..S97R,15:51:00,15:51:00,701S,1,,0,0,
BSP19GEN-A083-Weekday-00_095100_A..N55R,15:51:00,15:51:00,H11N,1,,0,0,
BSP19SUPP-G049-Weekday-32_095100_G..N14R,15:51:00,15:51:00,F27N,1,,0,0,
ASP19GEN-7023-Saturday-00_095100_7..N97R,15:51:00,15:51:00,726N,1,,0,0,
BSP19GEN-FS011-Weekday-00_095100_FS.N01R,15:51:00,15:51:00,D26N,1,,0,0,
BSP19GEN-D037-Saturday-00_095100_D..N07R,15:51:00,15:51:00,D43N,1,,0,0,
BSP19GEN-N057-Sunday-00_095150_N..N27R,15:51:30,15:51:30,D43N,1,,0,0,
BSP19GEN-FS011-Weekday-00_095150_FS.S01R,15:51:30,15:51:30,S01S,1,,0,0,
BSP19SUPP-F072-Weekday-153_095150_F..S68R,15:51:30,15:51:30,F01S,1,,0,0,
BSP19GEN-F048-Sunday-00_095150_F..S69R,15:51:30,15:51:30,F01S,1,,0,0,
ASP19GEN-1038-Saturday-00_095150_1..S03R,15:51:30,15:51:30,101S,1,,0,0,
BSP19GEN-FS011-Saturday-00_095200_FS.N01R,15:52:00,15:52:00,D26N,1,,0,0,
ASP19GEN-1087-Weekday-00_095200_1..N03R,15:52:00,15:52:00,142N,1,,0,0,
BSP19SUPP-G049-Weekday-32_095200_G..S14R,15:52:00,15:52:00,G22S,1,,0,0,
BSP19GEN-A044-Saturday-00_095200_A..S54X010,15:52:00,15:52:00,A02S,1,,0,0,
BSP19GEN-N054-Saturday-00_095200_N..N27R,15:52:00,15:52:00,D43N,1,,0,0,
ASP19GEN-6086-Weekday-00_095200_6..N03R,15:52:00,15:52:00,640N,1,,0,0,
BSP19GEN-FS011-Saturday-00_095250_FS.S01R,15:52:30,15:52:30,S01S,1,,0,0,
BSP19SUPP-F072-Weekday-153_095250_F..N69R,15:52:30,15:52:30,D43N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_095250_L..S01R,15:52:30,15:52:30,L01S,1,,0,0,
ASP19GEN-4097-Weekday-00_095250_4..N06R,15:52:30,15:52:30,250N,1,,0,0,
BSP19GEN-H024-Sunday-00_095100_H..S21R,15:52:30,15:52:30,H04S,1,,0,0,
ASP19SUPP-7059-Weekday-20_095250_7..N95R,15:52:30,15:52:30,726N,1,,0,0,
ASP19GEN-5106-Weekday-00_095250_5..N74R,15:52:30,15:52:30,247N,1,,0,0,
BSP19GEN-N091-Weekday-00_095250_N..N42R,15:52:30,15:52:30,D43N,1,,0,0,
BSP19GEN-E071-Weekday-00_095250_E..N66R,15:52:30,15:52:30,E01N,1,,0,0,
BSP19GEN-E071-Weekday-00_095250_E..S71R,15:52:30,15:52:30,G05S,1,,0,0,
BSP19GEN-N091-Weekday-00_095300_N..S42R,15:53:00,15:53:00,R01S,1,,0,0,
BSP19GEN-N054-Saturday-00_095300_N..S27R,15:53:00,15:53:00,R01S,1,,0,0,
BSP19GEN-N057-Sunday-00_095300_N..S27R,15:53:00,15:53:00,R01S,1,,0,0,
BSP19GEN-E039-Saturday-00_095300_E..S69R,15:53:00,15:53:00,G05S,1,,0,0,
BSP19GEN-Q021-Saturday-00_095300_Q..S16R,15:53:00,15:53:00,Q05S,1,,0,0,
BSP19GEN-Q023-Sunday-00_095300_Q..S16R,15:53:00,15:53:00,Q05S,1,,0,0,
BSP19SUPP-G033-Saturday-55_095300_G..N16X004,15:53:00,15:53:00,F27N,1,,0,0,
ASP19GEN-2042-Saturday-00_095300_2..S01R,15:53:00,15:53:00,201S,1,,0,0,
BSP19SUPP-L045-Wednesday-173_095350_L..N01R,15:53:30,15:53:30,L29N,1,,0,0,
BSP19GEN-C024-Saturday-00_095350_C..N04R,15:53:30,15:53:30,A55N,1,,0,0,
ASP19GEN-6086-Weekday-00_095350_6..S01R,15:53:30,15:53:30,601S,1,,0,0,
ASP19GEN-2042-Saturday-00_095350_2..N01R,15:53:30,15:53:30,247N,1,,0,0,
BSP19GEN-J032-Sunday-00_095400_J..N12R,15:54:00,15:54:00,M23N,1,,0,0,
ASP19GEN-3039-Saturday-00_095400_3..N01R,15:54:00,15:54:00,257N,1,,0,0,
BSP19GEN-D037-Saturday-00_095400_D..S07R,15:54:00,15:54:00,D01S,1,,0,0,
ASP19GEN-3086-Weekday-00_095400_3..S01R,15:54:00,15:54:00,301S,1,,0,0,
BSP19GEN-H024-Saturday-00_095400_H..N21R,15:54:00,15:54:00,H15N,1,,0,0,
ASP19GEN-5106-Weekday-00_095400_5..S08R,15:54:00,15:54:00,501S,1,,0,0,
ASP19GEN-3041-Sunday-00_095400_3..N01R,15:54:00,15:54:00,257N,1,,0,0,
ASP19GEN-GS010-Sunday-00_095400_GS.S03R,15:54:00,15:54:00,902S,1,,0,0,
ASP19GEN-4097-Weekday-00_095400_4..S06R,15:54:00,15:54:00,401S,1,,0,0,
BSP19GEN-D040-Sunday-00_095400_D..S07R,15:54:00,15:54:00,D01S,1,,0,0,
ASP19GEN-3086-Weekday-00_095400_3..N01R,15:54:00,15:54:00,257N,1,,0,0,
ASP19GEN-1087-Weekday-00_095400_1..S04R,15:54:00,15:54:00,103S,1,,0,0,
ASP19GEN-GS010-Saturday-00_095400_GS.S01R,15:54:00,15:54:00,902S,1,,0,0,
