trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,dropoff_type,shape_dist_traveled
BSP19GEN-FS011-Weekday-00_000000_FS.S01R,00:00:00,00:00:00,S01S,1,,0,0,
BSP19GEN-FS011-Saturday-00_000000_FS.S01R,00:00:00,00:00:00,S01S,1,,0,0,
BSP19GEN-FS012-Sunday-00_000000_FS.S01R,00:00:00,00:00:00,S01S,1,,0,0,
BSP19GEN-M086-Weekday-00_000000_M..S30R,00:00:00,00:00:00,M11S,1,,0,0,
BSP19SUPP-L022-Sunday-99_000100_L..N01X004,00:01:00,00:01:00,L29N,1,,0,0,
BSP19SUPP-L022-Saturday-99_000100_L..N01X006,00:01:00,00:01:00,L29N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_000100_L..N01X004,00:01:00,00:01:00,L29N,1,,0,0,
ASP19GEN-5048-Sunday-00_000200_5..S32R,00:02:00,00:02:00,501S,1,,0,0,
ASP19GEN-5106-Weekday-00_000200_5..S32R,00:02:00,00:02:00,501S,1,,0,0,
ASP19GEN-5043-Saturday-00_000200_5..S32R,00:02:00,00:02:00,501S,1,,0,0,
ASP19GEN-3086-Weekday-00_000250_3..S42R,00:02:30,00:02:30,301S,1,,0,0,
ASP19GEN-2048-Sunday-00_000250_2..S08R,00:02:30,00:02:30,201S,1,,0,0,
ASP19GEN-3041-Sunday-00_000300_3..S42R,00:03:00,00:03:00,301S,1,,0,0,
ASP19GEN-3039-Saturday-00_000300_3..S42R,00:03:00,00:03:00,301S,1,,0,0,
ASP19GEN-4049-Sunday-00_000400_4..S01R,00:04:00,00:04:00,401S,1,,0,0,
BSP19GEN-D040-Sunday-00_000400_D..S05R,00:04:00,00:04:00,D01S,1,,0,0,
BSP19GEN-H024-Sunday-00_000300_H..S21R,00:04:30,00:04:30,H04S,1,,0,0,
ASP19GEN-4097-Weekday-00_000550_4..S01R,00:05:30,00:05:30,401S,1,,0,0,
ASP19GEN-4043-Saturday-00_000550_4..S01R,00:05:30,00:05:30,401S,1,,0,0,
ASP19GEN-1038-Saturday-00_000600_1..S03R,00:06:00,00:06:00,101S,1,,0,0,
ASP19GEN-1037-Sunday-00_000600_1..S03R,00:06:00,00:06:00,101S,1,,0,0,
SIR-FA2017-SI017-Weekday-08_000600_SI..S03R,00:06:00,00:06:00,S31S,1,,0,0,
SIR-FA2017-SI017-Sunday-00_000600_SI..S03R,00:06:00,00:06:00,S31S,1,,0,0,
SIR-FA2017-SI017-Saturday-00_000600_SI..S03R,00:06:00,00:06:00,S31S,1,,0,0,
ASP19GEN-1087-Weekday-00_000650_1..S03R,00:06:30,00:06:30,101S,1,,0,0,
ASP19GEN-6086-Weekday-00_000700_6..S01R,00:07:00,00:07:00,601S,1,,0,0,
ASP19GEN-6033-Saturday-00_000700_6..S01R,00:07:00,00:07:00,601S,1,,0,0,
ASP19GEN-6030-Sunday-00_000700_6..S01R,00:07:00,00:07:00,601S,1,,0,0,
BSP19SUPP-G033-Saturday-55_000850_G..S14R,00:08:30,00:08:30,G22S,1,,0,0,
BSP19GEN-D037-Saturday-00_000850_D..S05R,00:08:30,00:08:30,D01S,1,,0,0,
BSP19GEN-J032-Sunday-00_000850_J..S12R,00:08:30,00:08:30,G05S,1,,0,0,
BSP19GEN-D077-Weekday-00_000850_D..S05R,00:08:30,00:08:30,D01S,1,,0,0,
BSP19SUPP-G049-Weekday-32_000850_G..S14R,00:08:30,00:08:30,G22S,1,,0,0,
BSP19GEN-J032-Saturday-00_000850_J..S12R,00:08:30,00:08:30,G05S,1,,0,0,
BSP19GEN-J052-Weekday-00_000850_J..S12R,00:08:30,00:08:30,G05S,1,,0,0,
BSP19GEN-F048-Sunday-00_000900_F..S69R,00:09:00,00:09:00,F01S,1,,0,0,
BSP19GEN-F044-Saturday-00_000900_F..S69R,00:09:00,00:09:00,F01S,1,,0,0,
BSP19GEN-FS011-Weekday-00_000950_FS.N01R,00:09:30,00:09:30,D26N,1,,0,0,
BSP19GEN-FS012-Sunday-00_000950_FS.N01R,00:09:30,00:09:30,D26N,1,,0,0,
BSP19SUPP-F072-Weekday-153_000950_F..S69R,00:09:30,00:09:30,F01S,1,,0,0,
BSP19GEN-A051-Sunday-00_000950_A..S74R,00:09:30,00:09:30,A02S,1,,0,0,
BSP19GEN-FS011-Saturday-00_000950_FS.N01R,00:09:30,00:09:30,D26N,1,,0,0,
BSP19GEN-N091-Weekday-00_001050_N..S20R,00:10:30,00:10:30,R01S,1,,0,0,
BSP19GEN-N057-Sunday-00_001050_N..S20R,00:10:30,00:10:30,R01S,1,,0,0,
BSP19SUPP-M024-Saturday-25_001050_M..S60R,00:10:30,00:10:30,Q05S,1,,0,0,
BSP19GEN-N054-Saturday-00_001050_N..S20R,00:10:30,00:10:30,R01S,1,,0,0,
BSP19SUPP-M023-Sunday-26_001050_M..S60R,00:10:30,00:10:30,Q05S,1,,0,0,
BSP19SUPP-L022-Saturday-99_001100_L..N01X043,00:11:00,00:11:00,L29N,1,,0,0,
BSP19SUPP-L022-Sunday-99_001100_L..N01X043,00:11:00,00:11:00,L29N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_001100_L..N01X043,00:11:00,00:11:00,L29N,1,,0,0,
BSP19GEN-A044-Saturday-00_001150_A..S74R,00:11:30,00:11:30,A02S,1,,0,0,
ASP19GEN-7025-Sunday-00_001150_7..S97R,00:11:30,00:11:30,701S,1,,0,0,
BSP19GEN-A083-Weekday-00_001150_A..S74R,00:11:30,00:11:30,A02S,1,,0,0,
ASP19SUPP-7059-Weekday-20_001150_7..S97R,00:11:30,00:11:30,701S,1,,0,0,
ASP19GEN-7023-Saturday-00_001150_7..S97R,00:11:30,00:11:30,701S,1,,0,0,
BSP19GEN-E071-Weekday-00_001250_E..S04R,00:12:30,00:12:30,G05S,1,,0,0,
BSP19GEN-Q062-Weekday-00_001300_Q..S19R,00:13:00,00:13:00,Q05S,1,,0,0,
BSP19GEN-Q023-Sunday-00_001300_Q..S19R,00:13:00,00:13:00,Q05S,1,,0,0,
BSP19GEN-Q021-Saturday-00_001300_Q..S19R,00:13:00,00:13:00,Q05S,1,,0,0,
BSP19GEN-E039-Saturday-00_001350_E..S04R,00:13:30,00:13:30,G05S,1,,0,0,
BSP19GEN-E044-Sunday-00_001350_E..S04R,00:13:30,00:13:30,G05S,1,,0,0,
BSP19SUPP-G034-Sunday-56_001400_G..S16R,00:14:00,00:14:00,G22S,1,,0,0,
ASP19GEN-4043-Saturday-00_001400_4..S13R,00:14:00,00:14:00,401S,1,,0,0,
ASP19GEN-4049-Sunday-00_001400_4..S13R,00:14:00,00:14:00,401S,1,,0,0,
BSP19GEN-R049-Sunday-00_001500_R..S27R,00:15:00,00:15:00,R27S,1,,0,0,
BSP19GEN-M086-Weekday-00_001500_M..S30R,00:15:00,00:15:00,M11S,1,,0,0,
ASP19GEN-4097-Weekday-00_001500_4..S13R,00:15:00,00:15:00,401S,1,,0,0,
BSP19GEN-R087-Weekday-00_001500_R..S27R,00:15:00,00:15:00,R27S,1,,0,0,
BSP19GEN-R050-Saturday-00_001500_R..S27R,00:15:00,00:15:00,R27S,1,,0,0,
BSP19SUPP-G033-Saturday-55_001850_G..S14R,00:18:30,00:18:30,G22S,1,,0,0,
BSP19GEN-H039-Weekday-00_001700_H..S21R,00:18:30,00:18:30,H04S,1,,0,0,
BSP19SUPP-G049-Weekday-32_001850_G..S14R,00:18:30,00:18:30,G22S,1,,0,0,
BSP19GEN-H024-Saturday-00_001700_H..S21R,00:18:30,00:18:30,H04S,1,,0,0,
ASP19GEN-2097-Weekday-00_001900_2..S08R,00:19:00,00:19:00,201S,1,,0,0,
ASP19GEN-2042-Saturday-00_001900_2..S08R,00:19:00,00:19:00,201S,1,,0,0,
BSP19GEN-FS011-Saturday-00_002000_FS.S01R,00:20:00,00:20:00,S01S,1,,0,0,
BSP19GEN-FS012-Sunday-00_002000_FS.S01R,00:20:00,00:20:00,S01S,1,,0,0,
BSP19GEN-FS011-Weekday-00_002000_FS.S01R,00:20:00,00:20:00,S01S,1,,0,0,
BSP19SUPP-L022-Sunday-99_002100_L..N01X004,00:21:00,00:21:00,L29N,1,,0,0,
BSP19SUPP-L022-Saturday-99_002100_L..N01X006,00:21:00,00:21:00,L29N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_002100_L..N01X004,00:21:00,00:21:00,L29N,1,,0,0,
ASP19GEN-6030-Sunday-00_002200_6..S01R,00:22:00,00:22:00,601S,1,,0,0,
ASP19GEN-5106-Weekday-00_002200_5..S32R,00:22:00,00:22:00,501S,1,,0,0,
ASP19GEN-6086-Weekday-00_002200_6..S01R,00:22:00,00:22:00,601S,1,,0,0,
ASP19GEN-5048-Sunday-00_002200_5..S32R,00:22:00,00:22:00,501S,1,,0,0,
ASP19GEN-6033-Saturday-00_002200_6..S01R,00:22:00,00:22:00,601S,1,,0,0,
ASP19GEN-5043-Saturday-00_002200_5..S32R,00:22:00,00:22:00,501S,1,,0,0,
BSP19SUPP-M023-Sunday-26_002250_M..S60R,00:22:30,00:22:30,Q05S,1,,0,0,
ASP19GEN-2048-Sunday-00_002250_2..S08R,00:22:30,00:22:30,201S,1,,0,0,
ASP19GEN-3086-Weekday-00_002250_3..S42R,00:22:30,00:22:30,301S,1,,0,0,
BSP19SUPP-M024-Saturday-25_002250_M..S60R,00:22:30,00:22:30,Q05S,1,,0,0,
ASP19GEN-5048-Sunday-00_002300_5..N32R,00:23:00,00:23:00,213N,1,,0,0,
ASP19GEN-3039-Saturday-00_002300_3..S42R,00:23:00,00:23:00,301S,1,,0,0,
ASP19GEN-5106-Weekday-00_002300_5..N32R,00:23:00,00:23:00,213N,1,,0,0,
ASP19GEN-5043-Saturday-00_002300_5..N32R,00:23:00,00:23:00,213N,1,,0,0,
ASP19GEN-3041-Sunday-00_002300_3..S42R,00:23:00,00:23:00,301S,1,,0,0,
BSP19GEN-D040-Sunday-00_002400_D..S05R,00:24:00,00:24:00,D01S,1,,0,0,
BSP19GEN-D077-Weekday-00_002400_D..S05R,00:24:00,00:24:00,D01S,1,,0,0,
BSP19GEN-M086-Weekday-00_002400_M..N30R,00:24:00,00:24:00,M01N,1,,0,0,
BSP19GEN-D037-Saturday-00_002400_D..S05R,00:24:00,00:24:00,D01S,1,,0,0,
ASP19GEN-7025-Sunday-00_002550_7..S97R,00:25:30,00:25:30,701S,1,,0,0,
ASP19SUPP-7059-Weekday-20_002550_7..S97R,00:25:30,00:25:30,701S,1,,0,0,
ASP19GEN-1087-Weekday-00_002550_1..S03R,00:25:30,00:25:30,101S,1,,0,0,
ASP19GEN-7023-Saturday-00_002550_7..S97R,00:25:30,00:25:30,701S,1,,0,0,
ASP19GEN-1038-Saturday-00_002600_1..S03R,00:26:00,00:26:00,101S,1,,0,0,
ASP19GEN-1037-Sunday-00_002600_1..S03R,00:26:00,00:26:00,101S,1,,0,0,
BSP19GEN-H024-Sunday-00_002600_H..S21R,00:27:30,00:27:30,H04S,1,,0,0,
BSP19SUPP-G033-Saturday-55_002750_G..S14R,00:27:30,00:27:30,G22S,1,,0,0,
BSP19GEN-Q062-Weekday-00_002800_Q..S19R,00:28:00,00:28:00,Q05S,1,,0,0,
BSP19GEN-Q021-Saturday-00_002800_Q..S19R,00:28:00,00:28:00,Q05S,1,,0,0,
BSP19GEN-Q023-Sunday-00_002800_Q..S19R,00:28:00,00:28:00,Q05S,1,,0,0,
BSP19GEN-J032-Sunday-00_002850_J..S12R,00:28:30,00:28:30,G05S,1,,0,0,
BSP19GEN-J032-Saturday-00_002850_J..S12R,00:28:30,00:28:30,G05S,1,,0,0,
BSP19GEN-J052-Weekday-00_002850_J..S12R,00:28:30,00:28:30,G05S,1,,0,0,
BSP19SUPP-G049-Weekday-32_002850_G..S14R,00:28:30,00:28:30,G22S,1,,0,0,
BSP19GEN-F044-Saturday-00_002900_F..S69R,00:29:00,00:29:00,F01S,1,,0,0,
BSP19GEN-F048-Sunday-00_002900_F..S69R,00:29:00,00:29:00,F01S,1,,0,0,
BSP19GEN-A083-Weekday-00_002950_A..S74R,00:29:30,00:29:30,A02S,1,,0,0,
BSP19GEN-FS012-Sunday-00_002950_FS.N01R,00:29:30,00:29:30,D26N,1,,0,0,
BSP19GEN-A051-Sunday-00_002950_A..S74R,00:29:30,00:29:30,A02S,1,,0,0,
BSP19GEN-FS011-Saturday-00_002950_FS.N01R,00:29:30,00:29:30,D26N,1,,0,0,
BSP19SUPP-F072-Weekday-153_002950_F..S69R,00:29:30,00:29:30,F01S,1,,0,0,
BSP19GEN-FS011-Weekday-00_002950_FS.N01R,00:29:30,00:29:30,D26N,1,,0,0,
BSP19GEN-A044-Saturday-00_002950_A..S74R,00:29:30,00:29:30,A02S,1,,0,0,
BSP19GEN-M086-Weekday-00_003000_M..S30R,00:30:00,00:30:00,M11S,1,,0,0,
BSP19GEN-N054-Saturday-00_003050_N..S20R,00:30:30,00:30:30,R01S,1,,0,0,
BSP19GEN-N057-Sunday-00_003050_N..S20R,00:30:30,00:30:30,R01S,1,,0,0,
BSP19GEN-N091-Weekday-00_003050_N..S20R,00:30:30,00:30:30,R01S,1,,0,0,
BSP19SUPP-L045-Wednesday-173_003100_L..N01X043,00:31:00,00:31:00,L29N,1,,0,0,
BSP19SUPP-L022-Sunday-99_003100_L..N01X043,00:31:00,00:31:00,L29N,1,,0,0,
BSP19SUPP-L022-Saturday-99_003100_L..N01X043,00:31:00,00:31:00,L29N,1,,0,0,
BSP19GEN-E071-Weekday-00_003250_E..S04R,00:32:30,00:32:30,G05S,1,,0,0,
BSP19GEN-E039-Saturday-00_003350_E..S04R,00:33:30,00:33:30,G05S,1,,0,0,
BSP19GEN-E044-Sunday-00_003350_E..S04R,00:33:30,00:33:30,G05S,1,,0,0,
ASP19GEN-4043-Saturday-00_003400_4..S13R,00:34:00,00:34:00,401S,1,,0,0,
BSP19SUPP-G034-Sunday-56_003400_G..S16R,00:34:00,00:34:00,G22S,1,,0,0,
ASP19GEN-4049-Sunday-00_003400_4..S13R,00:34:00,00:34:00,401S,1,,0,0,
BSP19SUPP-M024-Saturday-25_003450_M..S60R,00:34:30,00:34:30,Q05S,1,,0,0,
BSP19SUPP-M023-Sunday-26_003450_M..S60R,00:34:30,00:34:30,Q05S,1,,0,0,
ASP19GEN-4097-Weekday-00_003500_4..S13R,00:35:00,00:35:00,401S,1,,0,0,
BSP19GEN-R087-Weekday-00_003500_R..S27R,00:35:00,00:35:00,R27S,1,,0,0,
BSP19GEN-R050-Saturday-00_003500_R..S27R,00:35:00,00:35:00,R27S,1,,0,0,
BSP19GEN-R049-Sunday-00_003500_R..S27R,00:35:00,00:35:00,R27S,1,,0,0,
SIR-FA2017-SI017-Weekday-08_003600_SI..S03R,00:36:00,00:36:00,S31S,1,,0,0,
SIR-FA2017-SI017-Sunday-00_003600_SI..S03R,00:36:00,00:36:00,S31S,1,,0,0,
SIR-FA2017-SI017-Saturday-00_003600_SI..S03R,00:36:00,00:36:00,S31S,1,,0,0,
ASP19GEN-2097-Weekday-00_003900_2..S08R,00:39:00,00:39:00,201S,1,,0,0,
ASP19GEN-2042-Saturday-00_003900_2..S08R,00:39:00,00:39:00,201S,1,,0,0,
BSP19SUPP-G049-Weekday-32_003900_G..S14R,00:39:00,00:39:00,G22S,1,,0,0,
BSP19SUPP-G033-Saturday-55_003900_G..S14R,00:39:00,00:39:00,G22S,1,,0,0,
ASP19GEN-6033-Saturday-00_003950_6..S01R,00:39:30,00:39:30,601S,1,,0,0,
ASP19GEN-6086-Weekday-00_003950_6..S01R,00:39:30,00:39:30,601S,1,,0,0,
ASP19GEN-6030-Sunday-00_003950_6..S01R,00:39:30,00:39:30,601S,1,,0,0,
ASP19GEN-7023-Saturday-00_004000_7..S97R,00:40:00,00:40:00,701S,1,,0,0,
ASP19SUPP-7059-Weekday-20_004000_7..S97R,00:40:00,00:40:00,701S,1,,0,0,
BSP19GEN-A044-Saturday-00_004000_A..N43R,00:40:00,00:40:00,A65N,1,,0,0,
BSP19GEN-FS011-Saturday-00_004000_FS.S01R,00:40:00,00:40:00,S01S,1,,0,0,
ASP19GEN-7025-Sunday-00_004000_7..S97R,00:40:00,00:40:00,701S,1,,0,0,
BSP19GEN-FS011-Weekday-00_004000_FS.S01R,00:40:00,00:40:00,S01S,1,,0,0,
BSP19GEN-A051-Sunday-00_004000_A..N43R,00:40:00,00:40:00,A65N,1,,0,0,
BSP19GEN-A083-Weekday-00_004000_A..N43R,00:40:00,00:40:00,A65N,1,,0,0,
BSP19GEN-FS012-Sunday-00_004000_FS.S01R,00:40:00,00:40:00,S01S,1,,0,0,
BSP19GEN-H024-Saturday-00_003900_H..S21R,00:40:30,00:40:30,H04S,1,,0,0,
BSP19GEN-H039-Weekday-00_003900_H..S21R,00:40:30,00:40:30,H04S,1,,0,0,
BSP19SUPP-L022-Sunday-99_004100_L..N01X004,00:41:00,00:41:00,L29N,1,,0,0,
BSP19GEN-H039-Weekday-00_004100_H..N21R,00:41:00,00:41:00,H15N,1,,0,0,
BSP19SUPP-L022-Saturday-99_004100_L..N01X006,00:41:00,00:41:00,L29N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_004100_L..N01X004,00:41:00,00:41:00,L29N,1,,0,0,
BSP19GEN-H024-Sunday-00_004150_H..N21R,00:41:30,00:41:30,H15N,1,,0,0,
BSP19GEN-H024-Saturday-00_004150_H..N21R,00:41:30,00:41:30,H15N,1,,0,0,
ASP19GEN-5106-Weekday-00_004200_5..S32R,00:42:00,00:42:00,501S,1,,0,0,
ASP19GEN-5043-Saturday-00_004200_5..S32R,00:42:00,00:42:00,501S,1,,0,0,
ASP19GEN-5048-Sunday-00_004200_5..S32R,00:42:00,00:42:00,501S,1,,0,0,
ASP19GEN-2048-Sunday-00_004250_2..S08R,00:42:30,00:42:30,201S,1,,0,0,
ASP19GEN-3086-Weekday-00_004250_3..S42R,00:42:30,00:42:30,301S,1,,0,0,
ASP19GEN-5043-Saturday-00_004300_5..N32R,00:43:00,00:43:00,213N,1,,0,0,
ASP19GEN-5048-Sunday-00_004300_5..N32R,00:43:00,00:43:00,213N,1,,0,0,
ASP19GEN-3039-Saturday-00_004300_3..S42R,00:43:00,00:43:00,301S,1,,0,0,
ASP19GEN-3041-Sunday-00_004300_3..S42R,00:43:00,00:43:00,301S,1,,0,0,
ASP19GEN-5106-Weekday-00_004300_5..N32R,00:43:00,00:43:00,213N,1,,0,0,
BSP19GEN-M086-Weekday-00_004400_M..N30R,00:44:00,00:44:00,M01N,1,,0,0,
BSP19GEN-D040-Sunday-00_004400_D..S05R,00:44:00,00:44:00,D01S,1,,0,0,
BSP19GEN-D037-Saturday-00_004400_D..S05R,00:44:00,00:44:00,D01S,1,,0,0,
BSP19GEN-D077-Weekday-00_004400_D..S05R,00:44:00,00:44:00,D01S,1,,0,0,
BSP19GEN-Q021-Saturday-00_004500_Q..S19R,00:45:00,00:45:00,Q05S,1,,0,0,
BSP19GEN-Q062-Weekday-00_004500_Q..S19R,00:45:00,00:45:00,Q05S,1,,0,0,
BSP19GEN-Q023-Sunday-00_004500_Q..S19R,00:45:00,00:45:00,Q05S,1,,0,0,
BSP19GEN-M086-Weekday-00_004500_M..S30R,00:45:00,00:45:00,M11S,1,,0,0,
ASP19GEN-1087-Weekday-00_004550_1..S03R,00:45:30,00:45:30,101S,1,,0,0,
ASP19GEN-1037-Sunday-00_004600_1..S03R,00:46:00,00:46:00,101S,1,,0,0,
ASP19GEN-1038-Saturday-00_004600_1..S03R,00:46:00,00:46:00,101S,1,,0,0,
ASP19GEN-3041-Sunday-00_004700_3..N42R,00:47:00,00:47:00,127N,1,,0,0,
ASP19GEN-3086-Weekday-00_004700_3..N42R,00:47:00,00:47:00,127N,1,,0,0,
ASP19GEN-3039-Saturday-00_004700_3..N42R,00:47:00,00:47:00,127N,1,,0,0,
BSP19SUPP-M024-Saturday-25_004700_M..S60R,00:47:00,00:47:00,Q05S,1,,0,0,
BSP19SUPP-M023-Sunday-26_004700_M..S60R,00:47:00,00:47:00,Q05S,1,,0,0,
BSP19GEN-J032-Saturday-00_004850_J..S12R,00:48:30,00:48:30,G05S,1,,0,0,
BSP19GEN-J032-Sunday-00_004850_J..S12R,00:48:30,00:48:30,G05S,1,,0,0,
BSP19GEN-J052-Weekday-00_004850_J..S12R,00:48:30,00:48:30,G05S,1,,0,0,
BSP19GEN-F048-Sunday-00_004900_F..S69R,00:49:00,00:49:00,F01S,1,,0,0,
BSP19GEN-F044-Saturday-00_004900_F..S69R,00:49:00,00:49:00,F01S,1,,0,0,
BSP19GEN-FS012-Sunday-00_004950_FS.N01R,00:49:30,00:49:30,D26N,1,,0,0,
BSP19SUPP-F072-Weekday-153_004950_F..S69R,00:49:30,00:49:30,F01S,1,,0,0,
BSP19GEN-FS011-Saturday-00_004950_FS.N01R,00:49:30,00:49:30,D26N,1,,0,0,
BSP19GEN-FS011-Weekday-00_004950_FS.N01R,00:49:30,00:49:30,D26N,1,,0,0,
BSP19GEN-A051-Sunday-00_004950_A..S74R,00:49:30,00:49:30,A02S,1,,0,0,
BSP19GEN-A083-Weekday-00_004950_A..S74R,00:49:30,00:49:30,A02S,1,,0,0,
BSP19GEN-A044-Saturday-00_004950_A..S74R,00:49:30,00:49:30,A02S,1,,0,0,
BSP19GEN-N057-Sunday-00_005050_N..S20R,00:50:30,00:50:30,R01S,1,,0,0,
BSP19GEN-N054-Saturday-00_005050_N..S20R,00:50:30,00:50:30,R01S,1,,0,0,
BSP19GEN-N091-Weekday-00_005050_N..S20R,00:50:30,00:50:30,R01S,1,,0,0,
BSP19SUPP-L022-Sunday-99_005100_L..N01X043,00:51:00,00:51:00,L29N,1,,0,0,
BSP19SUPP-L022-Saturday-99_005100_L..N01X043,00:51:00,00:51:00,L29N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_005100_L..N01X043,00:51:00,00:51:00,L29N,1,,0,0,
BSP19GEN-H024-Sunday-00_005000_H..S21R,00:51:30,00:51:30,H04S,1,,0,0,
BSP19GEN-E071-Weekday-00_005250_E..S04R,00:52:30,00:52:30,G05S,1,,0,0,
BSP19GEN-E044-Sunday-00_005350_E..S04R,00:53:30,00:53:30,G05S,1,,0,0,
BSP19GEN-E039-Saturday-00_005350_E..S04R,00:53:30,00:53:30,G05S,1,,0,0,
BSP19SUPP-G033-Saturday-55_005400_G..S14R,00:54:00,00:54:00,G22S,1,,0,0,
ASP19GEN-4043-Saturday-00_005400_4..S13R,00:54:00,00:54:00,401S,1,,0,0,
BSP19SUPP-G049-Weekday-32_005400_G..S14R,00:54:00,00:54:00,G22S,1,,0,0,
ASP19GEN-4049-Sunday-00_005400_4..S13R,00:54:00,00:54:00,401S,1,,0,0,
BSP19SUPP-G034-Sunday-56_005400_G..S16R,00:54:00,00:54:00,G22S,1,,0,0,
BSP19GEN-R087-Weekday-00_005500_R..S27R,00:55:00,00:55:00,R27S,1,,0,0,
BSP19GEN-R049-Sunday-00_005500_R..S27R,00:55:00,00:55:00,R27S,1,,0,0,
ASP19GEN-4097-Weekday-00_005500_4..S13R,00:55:00,00:55:00,401S,1,,0,0,
BSP19GEN-R050-Saturday-00_005500_R..S27R,00:55:00,00:55:00,R27S,1,,0,0,
BSP19SUPP-L045-Wednesday-173_005550_L..S01R,00:55:30,00:55:30,L01S,1,,0,0,
BSP19SUPP-L022-Saturday-99_005550_L..S01R,00:55:30,00:55:30,L01S,1,,0,0,
BSP19SUPP-L022-Sunday-99_005550_L..S01R,00:55:30,00:55:30,L01S,1,,0,0,
BSP19GEN-H024-Sunday-00_005650_H..N21R,00:56:30,00:56:30,H15N,1,,0,0,
BSP19SUPP-M024-Saturday-25_005800_M..S60R,00:58:00,00:58:00,Q05S,1,,0,0,
BSP19SUPP-M023-Sunday-26_005800_M..S60R,00:58:00,00:58:00,Q05S,1,,0,0,
ASP19GEN-2042-Saturday-00_005900_2..S08R,00:59:00,00:59:00,201S,1,,0,0,
ASP19GEN-2097-Weekday-00_005900_2..S08R,00:59:00,00:59:00,201S,1,,0,0,
ASP19GEN-6086-Weekday-00_005950_6..S01R,00:59:30,00:59:30,601S,1,,0,0,
ASP19GEN-6033-Saturday-00_005950_6..S01R,00:59:30,00:59:30,601S,1,,0,0,
ASP19GEN-6030-Sunday-00_005950_6..S01R,00:59:30,00:59:30,601S,1,,0,0,
BSP19GEN-FS012-Sunday-00_006000_FS.S01R,01:00:00,01:00:00,S01S,1,,0,0,
ASP19GEN-7025-Sunday-00_006000_7..S97R,01:00:00,01:00:00,701S,1,,0,0,
BSP19GEN-FS011-Weekday-00_006000_FS.S01R,01:00:00,01:00:00,S01S,1,,0,0,
BSP19GEN-A044-Saturday-00_006000_A..N43R,01:00:00,01:00:00,A65N,1,,0,0,
BSP19GEN-FS011-Saturday-00_006000_FS.S01R,01:00:00,01:00:00,S01S,1,,0,0,
ASP19SUPP-7059-Weekday-20_006000_7..S97R,01:00:00,01:00:00,701S,1,,0,0,
BSP19GEN-A051-Sunday-00_006000_A..N43R,01:00:00,01:00:00,A65N,1,,0,0,
BSP19GEN-A083-Weekday-00_006000_A..N43R,01:00:00,01:00:00,A65N,1,,0,0,
ASP19GEN-7023-Saturday-00_006000_7..S97R,01:00:00,01:00:00,701S,1,,0,0,
BSP19SUPP-L022-Saturday-99_006100_L..N01X006,01:01:00,01:01:00,L29N,1,,0,0,
SIR-FA2017-SI017-Weekday-08_006100_SI..N03R,01:01:00,01:01:00,S09N,1,,0,0,
BSP19SUPP-L022-Sunday-99_006100_L..N01X004,01:01:00,01:01:00,L29N,1,,0,0,
BSP19GEN-H039-Weekday-00_006100_H..N21R,01:01:00,01:01:00,H15N,1,,0,0,
SIR-FA2017-SI017-Sunday-00_006100_SI..N03R,01:01:00,01:01:00,S09N,1,,0,0,
BSP19SUPP-L045-Wednesday-173_006100_L..N01X004,01:01:00,01:01:00,L29N,1,,0,0,
SIR-FA2017-SI017-Saturday-00_006100_SI..N03R,01:01:00,01:01:00,S09N,1,,0,0,
ASP19GEN-7025-Sunday-00_006150_7..N97R,01:01:30,01:01:30,726N,1,,0,0,
BSP19GEN-H024-Saturday-00_006150_H..N21R,01:01:30,01:01:30,H15N,1,,0,0,
ASP19SUPP-7059-Weekday-20_006150_7..N97R,01:01:30,01:01:30,726N,1,,0,0,
BSP19GEN-H024-Sunday-00_006000_H..S21R,01:01:30,01:01:30,H04S,1,,0,0,
ASP19GEN-7023-Saturday-00_006150_7..N97R,01:01:30,01:01:30,726N,1,,0,0,
ASP19GEN-5048-Sunday-00_006200_5..S32R,01:02:00,01:02:00,501S,1,,0,0,
BSP19GEN-M086-Weekday-00_006200_M..S30R,01:02:00,01:02:00,M11S,1,,0,0,
ASP19GEN-5043-Saturday-00_006200_5..S32R,01:02:00,01:02:00,501S,1,,0,0,
ASP19GEN-5106-Weekday-00_006200_5..S32R,01:02:00,01:02:00,501S,1,,0,0,
ASP19GEN-3086-Weekday-00_006250_3..S42R,01:02:30,01:02:30,301S,1,,0,0,
ASP19GEN-2048-Sunday-00_006250_2..S08R,01:02:30,01:02:30,201S,1,,0,0,
BSP19SUPP-L045-Wednesday-173_006300_L..S01X043,01:03:00,01:03:00,L10S,1,,0,0,
ASP19GEN-3039-Saturday-00_006300_3..S42R,01:03:00,01:03:00,301S,1,,0,0,
ASP19GEN-5106-Weekday-00_006300_5..N32R,01:03:00,01:03:00,213N,1,,0,0,
ASP19GEN-5048-Sunday-00_006300_5..N32R,01:03:00,01:03:00,213N,1,,0,0,
BSP19SUPP-L022-Sunday-99_006300_L..S01X043,01:03:00,01:03:00,L10S,1,,0,0,
ASP19GEN-3041-Sunday-00_006300_3..S42R,01:03:00,01:03:00,301S,1,,0,0,
